dire_1,dire_2,dire_3,dire_4,dire_5,dire_6,first_team_ban,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,radiant_win
necrolyte,luna,enchantress,crystal_maiden,invoker,0,0,omniknight,troll_warlord,dawnbreaker,vengefulspirit,weaver,0.0
skeleton_king,windrunner,sniper,marci,grimstroke,0,0,silencer,slark,lich,crystal_maiden,skywrath_mage,0.0
rattletrap,shredder,keeper_of_the_light,drow_ranger,pudge,0,1,rubick,slardar,warlock,ursa,gyrocopter,0.0
bloodseeker,lina,bristleback,rubick,witch_doctor,0,1,juggernaut,pudge,skywrath_mage,undying,winter_wyvern,1.0
lion,troll_warlord,broodmother,templar_assassin,venomancer,0,0,void_spirit,pudge,sniper,witch_doctor,silencer,1.0
furion,invoker,arc_warden,dazzle,axe,0,1,bounty_hunter,necrolyte,keeper_of_the_light,wisp,drow_ranger,0.0
crystal_maiden,rubick,tidehunter,furion,juggernaut,0,0,undying,dark_willow,necrolyte,invoker,tiny,0.0
pudge,vengefulspirit,monkey_king,bristleback,crystal_maiden,0,1,batrider,magnataur,antimage,earth_spirit,shadow_shaman,0.0
witch_doctor,puck,tiny,templar_assassin,antimage,0,0,mars,juggernaut,grimstroke,skywrath_mage,void_spirit,1.0
drow_ranger,axe,vengefulspirit,phantom_assassin,jakiro,0,0,witch_doctor,viper,juggernaut,sniper,pudge,0.0
windrunner,sniper,grimstroke,juggernaut,winter_wyvern,0,0,drow_ranger,broodmother,venomancer,legion_commander,queenofpain,0.0
mirana,enigma,dawnbreaker,drow_ranger,ancient_apparition,0,1,dragon_knight,furion,lich,pudge,puck,0.0
luna,clinkz,legion_commander,elder_titan,nevermore,0,1,medusa,zuus,enchantress,techies,sand_king,0.0
crystal_maiden,drow_ranger,queenofpain,lion,mars,0,1,pudge,ogre_magi,sniper,bloodseeker,zuus,1.0
marci,skeleton_king,phantom_assassin,lina,spirit_breaker,0,0,dawnbreaker,monkey_king,alchemist,abaddon,zuus,0.0
slark,undying,skywrath_mage,luna,tusk,0,0,pudge,ancient_apparition,meepo,tiny,phantom_assassin,0.0
bloodseeker,void_spirit,abyssal_underlord,lina,zuus,0,1,marci,juggernaut,leshrac,crystal_maiden,necrolyte,1.0
mirana,spirit_breaker,bounty_hunter,antimage,zuus,0,1,sniper,jakiro,undying,juggernaut,void_spirit,0.0
queenofpain,keeper_of_the_light,monkey_king,razor,witch_doctor,0,0,juggernaut,dazzle,abyssal_underlord,ogre_magi,rubick,1.0
clinkz,pugna,jakiro,viper,invoker,0,0,chaos_knight,void_spirit,spectre,disruptor,oracle,1.0
viper,tidehunter,phantom_assassin,tiny,rattletrap,0,1,witch_doctor,medusa,windrunner,marci,mars,1.0
void_spirit,antimage,bounty_hunter,bane,magnataur,0,0,tiny,dark_seer,jakiro,skywrath_mage,luna,1.0
zuus,lion,viper,juggernaut,crystal_maiden,0,0,drow_ranger,sniper,warlock,pudge,tidehunter,0.0
snapfire,witch_doctor,pugna,dragon_knight,chaos_knight,0,0,rubick,axe,invoker,pudge,night_stalker,1.0
sven,slardar,keeper_of_the_light,magnataur,nevermore,0,0,tinker,templar_assassin,jakiro,techies,huskar,0.0
ancient_apparition,sniper,pudge,riki,invoker,0,0,naga_siren,batrider,weaver,drow_ranger,necrolyte,1.0
bounty_hunter,queenofpain,terrorblade,night_stalker,lion,0,0,sven,silencer,faceless_void,ogre_magi,sniper,0.0
pudge,pugna,tinker,bloodseeker,phantom_lancer,0,0,juggernaut,necrolyte,pangolier,grimstroke,axe,1.0
pugna,ember_spirit,rubick,tiny,wisp,0,0,pangolier,juggernaut,lich,lion,visage,0.0
pudge,grimstroke,void_spirit,bane,antimage,0,0,dragon_knight,riki,kunkka,arc_warden,witch_doctor,1.0
antimage,nevermore,visage,zuus,sniper,0,0,drow_ranger,legion_commander,techies,lina,crystal_maiden,1.0
queenofpain,windrunner,pudge,sniper,ogre_magi,0,0,enchantress,skywrath_mage,pugna,juggernaut,abyssal_underlord,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0.0
sniper,huskar,silencer,clinkz,phoenix,0,0,tusk,skywrath_mage,axe,drow_ranger,lina,1.0
drow_ranger,undying,ogre_magi,phantom_assassin,void_spirit,0,0,life_stealer,invoker,viper,earthshaker,snapfire,0.0
tidehunter,juggernaut,windrunner,skywrath_mage,crystal_maiden,0,1,jakiro,chaos_knight,drow_ranger,spirit_breaker,invoker,0.0
furion,necrolyte,lina,jakiro,chaos_knight,0,0,faceless_void,rubick,windrunner,axe,void_spirit,0.0
jakiro,ancient_apparition,axe,phantom_assassin,keeper_of_the_light,0,1,pugna,lich,tiny,weaver,drow_ranger,0.0
venomancer,zuus,rubick,invoker,necrolyte,0,0,lone_druid,rattletrap,kunkka,night_stalker,spectre,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0.0
venomancer,axe,lina,juggernaut,windrunner,0,1,bane,zuus,furion,lycan,necrolyte,1.0
earthshaker,morphling,legion_commander,rubick,winter_wyvern,0,1,queenofpain,troll_warlord,furion,weaver,sniper,0.0
life_stealer,sniper,slark,mirana,crystal_maiden,0,0,legion_commander,axe,spirit_breaker,bristleback,juggernaut,0.0
enigma,razor,sniper,undying,drow_ranger,0,0,medusa,ogre_magi,viper,vengefulspirit,shadow_shaman,0.0
grimstroke,sniper,pudge,bristleback,ogre_magi,0,0,tiny,earthshaker,disruptor,faceless_void,windrunner,0.0
skywrath_mage,spectre,spirit_breaker,gyrocopter,invoker,0,1,sniper,doom_bringer,skeleton_king,huskar,witch_doctor,1.0
shadow_shaman,zuus,phantom_assassin,bristleback,dawnbreaker,0,0,viper,dazzle,skywrath_mage,centaur,void_spirit,1.0
lina,disruptor,puck,lycan,ogre_magi,0,0,void_spirit,mirana,chaos_knight,invoker,phantom_assassin,1.0
ember_spirit,sniper,huskar,skywrath_mage,enigma,0,0,phantom_assassin,puck,tinker,tidehunter,drow_ranger,1.0
antimage,pudge,tinker,void_spirit,meepo,0,0,arc_warden,drow_ranger,bounty_hunter,techies,nevermore,1.0
monkey_king,dawnbreaker,slardar,lich,phantom_lancer,0,0,omniknight,kunkka,slark,mirana,necrolyte,1.0
furion,medusa,chaos_knight,witch_doctor,shadow_shaman,0,1,templar_assassin,marci,lina,legion_commander,zuus,0.0
antimage,templar_assassin,bristleback,invoker,lich,0,1,witch_doctor,mars,pudge,puck,drow_ranger,1.0
jakiro,phantom_assassin,windrunner,zuus,lich,0,0,witch_doctor,vengefulspirit,sniper,dragon_knight,viper,1.0
dragon_knight,weaver,witch_doctor,viper,zuus,0,0,mirana,gyrocopter,night_stalker,storm_spirit,antimage,1.0
phantom_assassin,pangolier,razor,juggernaut,witch_doctor,0,0,bristleback,drow_ranger,techies,crystal_maiden,pudge,1.0
lich,phantom_assassin,kunkka,jakiro,spirit_breaker,0,0,pudge,bloodseeker,skywrath_mage,troll_warlord,disruptor,0.0
dawnbreaker,skeleton_king,rattletrap,skywrath_mage,keeper_of_the_light,0,0,huskar,faceless_void,snapfire,crystal_maiden,legion_commander,1.0
gyrocopter,ogre_magi,nevermore,obsidian_destroyer,bloodseeker,0,0,queenofpain,snapfire,drow_ranger,invoker,faceless_void,0.0
rubick,faceless_void,templar_assassin,vengefulspirit,pudge,0,1,dragon_knight,skeleton_king,undying,sniper,lina,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0.0
spectre,earthshaker,witch_doctor,necrolyte,pangolier,0,1,drow_ranger,nevermore,riki,vengefulspirit,rattletrap,0.0
phantom_assassin,skywrath_mage,centaur,tiny,enchantress,0,0,keeper_of_the_light,juggernaut,pudge,silencer,abyssal_underlord,1.0
jakiro,weaver,sniper,viper,rubick,0,1,ursa,skeleton_king,enchantress,razor,nevermore,0.0
hoodwink,lion,monkey_king,earthshaker,pudge,0,0,phantom_assassin,windrunner,tiny,bristleback,morphling,1.0
pudge,witch_doctor,drow_ranger,dragon_knight,zuus,0,0,vengefulspirit,windrunner,sniper,warlock,skeleton_king,0.0
dragon_knight,tidehunter,viper,crystal_maiden,lion,0,0,drow_ranger,phantom_assassin,witch_doctor,sniper,pudge,1.0
viper,jakiro,axe,warlock,drow_ranger,0,0,zuus,skeleton_king,windrunner,vengefulspirit,pudge,0.0
juggernaut,drow_ranger,jakiro,zuus,witch_doctor,0,0,warlock,viper,skeleton_king,lion,phantom_assassin,0.0
medusa,enigma,crystal_maiden,slark,zuus,0,1,sand_king,bounty_hunter,phantom_assassin,razor,spirit_breaker,0.0
juggernaut,dawnbreaker,shadow_shaman,lina,enchantress,0,0,zuus,pudge,phantom_assassin,drow_ranger,kunkka,0.0
lion,bounty_hunter,ursa,pudge,axe,0,0,queenofpain,bristleback,drow_ranger,winter_wyvern,troll_warlord,0.0
zuus,antimage,treant,tiny,pudge,0,0,void_spirit,templar_assassin,ursa,shadow_shaman,beastmaster,0.0
lina,monkey_king,venomancer,skywrath_mage,witch_doctor,0,1,tidehunter,bristleback,rubick,grimstroke,windrunner,1.0
nevermore,pudge,pugna,invoker,faceless_void,0,0,skywrath_mage,centaur,pangolier,rubick,sniper,0.0
juggernaut,bounty_hunter,necrolyte,lion,slark,0,1,sniper,medusa,doom_bringer,huskar,warlock,0.0
nevermore,bristleback,bloodseeker,treant,luna,0,0,windrunner,death_prophet,terrorblade,shadow_demon,hoodwink,1.0
ursa,shadow_shaman,hoodwink,disruptor,troll_warlord,0,0,windrunner,wisp,axe,morphling,invoker,0.0
shadow_shaman,slark,zuus,dragon_knight,luna,0,0,juggernaut,rubick,earth_spirit,shredder,arc_warden,1.0
viper,treant,morphling,legion_commander,lone_druid,0,1,slark,dazzle,leshrac,sand_king,shredder,1.0
nevermore,juggernaut,razor,marci,ogre_magi,0,1,shadow_demon,axe,earth_spirit,spectre,zuus,1.0
snapfire,faceless_void,slark,lina,grimstroke,0,0,gyrocopter,life_stealer,void_spirit,silencer,legion_commander,1.0
legion_commander,juggernaut,lion,skywrath_mage,dragon_knight,0,1,doom_bringer,silencer,weaver,spectre,jakiro,0.0
bounty_hunter,pudge,nevermore,sand_king,arc_warden,0,0,viper,troll_warlord,marci,necrolyte,zuus,0.0
lich,broodmother,sniper,centaur,venomancer,0,0,ember_spirit,pudge,silencer,shadow_shaman,arc_warden,0.0
pudge,huskar,ursa,puck,meepo,0,0,lina,nevermore,enchantress,juggernaut,arc_warden,1.0
arc_warden,troll_warlord,crystal_maiden,hoodwink,dragon_knight,0,0,visage,oracle,legion_commander,pudge,juggernaut,0.0
naga_siren,viper,silencer,drow_ranger,wisp,0,0,juggernaut,lich,puck,pangolier,meepo,0.0
pudge,centaur,nevermore,morphling,lion,0,0,sniper,ogre_magi,monkey_king,silencer,spectre,1.0
windrunner,riki,dragon_knight,hoodwink,witch_doctor,0,0,silencer,tinker,pudge,broodmother,tiny,1.0
lina,sven,visage,ursa,shadow_demon,0,1,tusk,earthshaker,phantom_assassin,beastmaster,necrolyte,0.0
bristleback,phantom_lancer,crystal_maiden,legion_commander,skywrath_mage,0,0,ursa,dawnbreaker,bounty_hunter,zuus,abaddon,1.0
bristleback,pugna,storm_spirit,troll_warlord,windrunner,0,1,crystal_maiden,skywrath_mage,rubick,drow_ranger,arc_warden,0.0
hoodwink,rubick,nevermore,centaur,ember_spirit,0,1,pudge,visage,skeleton_king,slardar,terrorblade,1.0
techies,bounty_hunter,enchantress,faceless_void,death_prophet,0,0,obsidian_destroyer,arc_warden,nyx_assassin,ursa,kunkka,0.0
ancient_apparition,spirit_breaker,templar_assassin,arc_warden,ogre_magi,0,0,nevermore,zuus,skeleton_king,faceless_void,nyx_assassin,1.0
shadow_shaman,juggernaut,axe,tusk,jakiro,0,1,shredder,queenofpain,grimstroke,morphling,mirana,1.0
shredder,wisp,furion,jakiro,necrolyte,0,1,kunkka,riki,razor,mars,lina,0.0
naga_siren,shadow_shaman,sand_king,omniknight,bloodseeker,0,1,furion,chaos_knight,windrunner,huskar,juggernaut,1.0
pudge,invoker,crystal_maiden,viper,sniper,0,0,faceless_void,mirana,bristleback,bloodseeker,kunkka,1.0
bristleback,dawnbreaker,invoker,templar_assassin,antimage,0,1,vengefulspirit,ancient_apparition,mars,ember_spirit,terrorblade,1.0
shredder,nevermore,tiny,axe,medusa,0,0,bounty_hunter,viper,witch_doctor,kunkka,pudge,0.0
keeper_of_the_light,winter_wyvern,ogre_magi,slark,legion_commander,0,1,viper,huskar,bristleback,venomancer,bloodseeker,0.0
sniper,phantom_assassin,primal_beast,pudge,tinker,0,0,viper,dark_seer,gyrocopter,bane,luna,0.0
pudge,lion,witch_doctor,phantom_assassin,bristleback,0,0,necrolyte,magnataur,hoodwink,rattletrap,venomancer,1.0
venomancer,antimage,terrorblade,silencer,lina,0,1,monkey_king,bane,alchemist,doom_bringer,nevermore,1.0
furion,nevermore,phantom_lancer,troll_warlord,earthshaker,0,1,silencer,chaos_knight,phantom_assassin,rattletrap,crystal_maiden,1.0
crystal_maiden,axe,rubick,weaver,lina,0,1,dawnbreaker,tidehunter,skeleton_king,life_stealer,lion,0.0
life_stealer,huskar,nevermore,weaver,abyssal_underlord,0,0,void_spirit,pudge,juggernaut,queenofpain,death_prophet,0.0
pangolier,riki,treant,tinker,ancient_apparition,0,1,nyx_assassin,zuus,marci,jakiro,drow_ranger,1.0
techies,skeleton_king,spirit_breaker,dawnbreaker,arc_warden,0,0,sand_king,magnataur,slark,queenofpain,hoodwink,0.0
faceless_void,keeper_of_the_light,undying,pudge,lion,0,0,mars,tusk,juggernaut,mirana,bloodseeker,1.0
razor,tiny,skywrath_mage,pudge,nevermore,0,1,alchemist,terrorblade,viper,venomancer,grimstroke,0.0
tiny,sniper,antimage,furion,techies,0,0,earthshaker,axe,crystal_maiden,enchantress,troll_warlord,0.0
phantom_assassin,lina,disruptor,keeper_of_the_light,elder_titan,0,0,necrolyte,morphling,earthshaker,nyx_assassin,windrunner,1.0
alchemist,huskar,grimstroke,hoodwink,sniper,0,1,pudge,juggernaut,dragon_knight,furion,zuus,0.0
pudge,hoodwink,skywrath_mage,phantom_assassin,lina,0,0,tiny,luna,mars,furion,invoker,1.0
spirit_breaker,dazzle,templar_assassin,skeleton_king,tusk,0,0,dark_willow,rubick,sniper,storm_spirit,bristleback,1.0
marci,slardar,necrolyte,weaver,ogre_magi,0,1,lion,abaddon,dawnbreaker,medusa,ember_spirit,0.0
techies,bristleback,disruptor,faceless_void,lone_druid,0,0,visage,furion,dawnbreaker,spectre,winter_wyvern,0.0
visage,invoker,enchantress,viper,arc_warden,0,1,necrolyte,juggernaut,shadow_shaman,grimstroke,night_stalker,0.0
shredder,slark,viper,grimstroke,queenofpain,0,0,necrolyte,invoker,lich,antimage,silencer,1.0
bounty_hunter,venomancer,rubick,puck,axe,0,0,meepo,shadow_shaman,sniper,pudge,juggernaut,1.0
tinker,primal_beast,sven,templar_assassin,arc_warden,0,0,nevermore,storm_spirit,ancient_apparition,invoker,death_prophet,0.0
lion,axe,leshrac,lina,faceless_void,0,1,zuus,antimage,silencer,earthshaker,furion,0.0
spectre,templar_assassin,shadow_shaman,obsidian_destroyer,doom_bringer,0,0,necrolyte,rubick,techies,juggernaut,enigma,1.0
bounty_hunter,lina,jakiro,dragon_knight,sniper,0,0,undying,morphling,silencer,warlock,mirana,1.0
nevermore,hoodwink,gyrocopter,arc_warden,kunkka,0,0,legion_commander,dazzle,bristleback,spirit_breaker,winter_wyvern,0.0
dawnbreaker,phantom_assassin,oracle,silencer,sand_king,0,1,mars,drow_ranger,bloodseeker,skywrath_mage,jakiro,1.0
sniper,dragon_knight,drow_ranger,vengefulspirit,witch_doctor,0,0,phantom_assassin,windrunner,tidehunter,jakiro,lich,0.0
tidehunter,lich,skeleton_king,pudge,juggernaut,0,0,lion,axe,zuus,vengefulspirit,viper,1.0
drow_ranger,zuus,axe,warlock,jakiro,0,0,lion,skeleton_king,viper,vengefulspirit,phantom_assassin,1.0
shredder,monkey_king,clinkz,life_stealer,viper,0,0,sniper,bounty_hunter,phantom_lancer,spectre,juggernaut,1.0
brewmaster,bane,marci,legion_commander,viper,0,0,alchemist,treant,nevermore,broodmother,necrolyte,0.0
drow_ranger,sniper,undying,queenofpain,juggernaut,0,0,void_spirit,tiny,snapfire,crystal_maiden,bounty_hunter,0.0
tinker,lion,arc_warden,phantom_assassin,marci,0,0,sven,tiny,pudge,nevermore,sniper,1.0
primal_beast,void_spirit,rubick,shadow_shaman,viper,0,0,skeleton_king,dark_willow,sniper,juggernaut,silencer,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0.0
snapfire,drow_ranger,silencer,skeleton_king,jakiro,0,0,abyssal_underlord,weaver,bounty_hunter,sniper,slardar,1.0
beastmaster,bloodseeker,puck,omniknight,shadow_shaman,0,1,techies,necrolyte,witch_doctor,antimage,pangolier,1.0
antimage,gyrocopter,magnataur,night_stalker,zuus,0,0,mirana,marci,wisp,arc_warden,monkey_king,1.0
rattletrap,keeper_of_the_light,crystal_maiden,ursa,lich,0,0,marci,invoker,juggernaut,ogre_magi,pangolier,1.0
shadow_shaman,pudge,lion,invoker,faceless_void,0,1,oracle,ember_spirit,skeleton_king,tusk,silencer,0.0
void_spirit,necrolyte,invoker,ancient_apparition,marci,0,0,centaur,venomancer,sniper,antimage,zuus,1.0
chaos_knight,undying,pudge,pangolier,marci,0,1,invoker,ogre_magi,drow_ranger,shredder,shadow_shaman,1.0
nevermore,jakiro,bounty_hunter,skeleton_king,drow_ranger,0,0,earth_spirit,dawnbreaker,pudge,skywrath_mage,witch_doctor,0.0
windrunner,luna,ogre_magi,night_stalker,puck,0,1,jakiro,pudge,invoker,legion_commander,bloodseeker,0.0
drow_ranger,tidehunter,jakiro,dazzle,viper,0,0,pugna,abyssal_underlord,faceless_void,zuus,warlock,1.0
witch_doctor,nevermore,crystal_maiden,drow_ranger,dawnbreaker,0,0,antimage,tiny,pudge,windrunner,arc_warden,0.0
bounty_hunter,rattletrap,obsidian_destroyer,spectre,spirit_breaker,0,1,centaur,void_spirit,phantom_lancer,tiny,windrunner,0.0
juggernaut,phantom_assassin,earthshaker,doom_bringer,tinker,0,0,clinkz,shadow_shaman,sand_king,skeleton_king,earth_spirit,0.0
necrolyte,winter_wyvern,spirit_breaker,antimage,ember_spirit,0,1,night_stalker,warlock,skywrath_mage,spectre,sand_king,0.0
ogre_magi,queenofpain,doom_bringer,windrunner,ursa,0,0,skywrath_mage,bounty_hunter,crystal_maiden,tiny,sand_king,0.0
tiny,shadow_demon,wisp,ancient_apparition,puck,0,0,drow_ranger,sniper,centaur,faceless_void,vengefulspirit,1.0
warlock,faceless_void,sand_king,nevermore,dazzle,0,1,antimage,tusk,bounty_hunter,lion,lina,1.0
arc_warden,witch_doctor,lich,pudge,viper,0,1,earthshaker,ancient_apparition,juggernaut,chen,void_spirit,1.0
magnataur,bristleback,keeper_of_the_light,lina,slark,0,0,abaddon,meepo,zuus,phantom_assassin,venomancer,1.0
pudge,pugna,bounty_hunter,witch_doctor,dragon_knight,0,0,phantom_assassin,puck,pangolier,dawnbreaker,lich,1.0
dawnbreaker,legion_commander,void_spirit,skywrath_mage,bloodseeker,0,1,dazzle,luna,sven,lone_druid,life_stealer,0.0
drow_ranger,zuus,bristleback,chaos_knight,sniper,0,0,windrunner,phantom_assassin,legion_commander,kunkka,queenofpain,0.0
riki,morphling,mirana,night_stalker,ogre_magi,0,0,magnataur,sniper,juggernaut,pudge,tusk,1.0
night_stalker,antimage,abaddon,magnataur,crystal_maiden,0,1,warlock,tidehunter,disruptor,zuus,juggernaut,1.0
drow_ranger,mars,necrolyte,witch_doctor,luna,0,0,riki,ogre_magi,shadow_shaman,pudge,phantom_assassin,0.0
pudge,spectre,bloodseeker,obsidian_destroyer,undying,0,0,juggernaut,medusa,nyx_assassin,lich,phantom_assassin,1.0
lina,medusa,crystal_maiden,juggernaut,tiny,0,0,silencer,antimage,windrunner,axe,dazzle,1.0
skeleton_king,pudge,furion,invoker,hoodwink,0,0,void_spirit,slark,wisp,shadow_shaman,abaddon,1.0
weaver,marci,sand_king,spirit_breaker,mirana,0,1,death_prophet,jakiro,tiny,nevermore,morphling,1.0
storm_spirit,juggernaut,bristleback,spirit_breaker,enchantress,0,0,alchemist,enigma,phantom_assassin,disruptor,tinker,0.0
grimstroke,bloodseeker,brewmaster,windrunner,zuus,0,1,ogre_magi,luna,kunkka,legion_commander,necrolyte,0.0
ursa,ogre_magi,slark,necrolyte,axe,0,0,pugna,monkey_king,tusk,sven,tiny,1.0
drow_ranger,terrorblade,keeper_of_the_light,bounty_hunter,dazzle,0,0,juggernaut,witch_doctor,bristleback,skywrath_mage,treant,1.0
venomancer,invoker,void_spirit,windrunner,sniper,0,0,chaos_knight,bounty_hunter,lina,kunkka,slark,1.0
drow_ranger,axe,lich,witch_doctor,zuus,0,0,warlock,tidehunter,viper,windrunner,lion,0.0
alchemist,invoker,legion_commander,techies,ancient_apparition,0,0,drow_ranger,witch_doctor,bristleback,pudge,nevermore,0.0
queenofpain,nyx_assassin,ancient_apparition,viper,faceless_void,0,0,vengefulspirit,spirit_breaker,shadow_shaman,necrolyte,winter_wyvern,1.0
lina,abyssal_underlord,ursa,slardar,razor,0,0,nevermore,hoodwink,mars,invoker,marci,1.0
bounty_hunter,silencer,medusa,wisp,pudge,0,1,shadow_shaman,ursa,disruptor,shredder,sniper,1.0
chaos_knight,rubick,bristleback,earthshaker,arc_warden,0,0,faceless_void,tusk,windrunner,hoodwink,bounty_hunter,1.0
tinker,abyssal_underlord,ursa,ogre_magi,void_spirit,0,0,spirit_breaker,luna,lina,pudge,morphling,1.0
spirit_breaker,enchantress,nevermore,sniper,lion,0,0,magnataur,tinker,disruptor,shadow_shaman,phantom_assassin,0.0
bounty_hunter,lion,riki,pudge,leshrac,0,1,phantom_lancer,slark,skywrath_mage,skeleton_king,drow_ranger,0.0
riki,viper,primal_beast,undying,ancient_apparition,0,0,spirit_breaker,windrunner,enchantress,sniper,morphling,0.0
faceless_void,techies,viper,lion,queenofpain,0,0,rubick,bloodseeker,nevermore,vengefulspirit,skeleton_king,0.0
phantom_lancer,shadow_shaman,zuus,witch_doctor,axe,0,1,drow_ranger,techies,rattletrap,sniper,medusa,0.0
obsidian_destroyer,nevermore,juggernaut,ogre_magi,witch_doctor,0,0,jakiro,techies,sniper,silencer,oracle,1.0
sniper,venomancer,axe,lone_druid,witch_doctor,0,1,lina,sand_king,juggernaut,wisp,enchantress,0.0
rubick,tidehunter,invoker,spectre,crystal_maiden,0,1,night_stalker,sniper,ember_spirit,lion,venomancer,1.0
void_spirit,templar_assassin,hoodwink,disruptor,snapfire,0,0,nevermore,zuus,pangolier,faceless_void,dawnbreaker,0.0
ember_spirit,bane,skeleton_king,witch_doctor,mirana,0,1,undying,snapfire,shadow_shaman,mars,phantom_lancer,1.0
abyssal_underlord,pudge,zuus,spectre,pugna,0,1,queenofpain,bloodseeker,earthshaker,marci,sven,0.0
chaos_knight,vengefulspirit,sand_king,lina,pudge,0,0,arc_warden,enigma,puck,riki,mirana,1.0
techies,lion,shredder,spectre,ember_spirit,0,1,drow_ranger,snapfire,dawnbreaker,ogre_magi,obsidian_destroyer,1.0
sniper,gyrocopter,mars,lion,storm_spirit,0,1,puck,juggernaut,earthshaker,skywrath_mage,slardar,1.0
bristleback,tiny,sniper,primal_beast,storm_spirit,0,0,antimage,silencer,monkey_king,drow_ranger,slark,1.0
dark_willow,alchemist,huskar,silencer,riki,0,0,lone_druid,invoker,sven,leshrac,jakiro,1.0
phoenix,faceless_void,pangolier,snapfire,bloodseeker,0,1,tidehunter,hoodwink,ember_spirit,drow_ranger,tiny,0.0
lina,phoenix,invoker,drow_ranger,bounty_hunter,0,0,enigma,sven,earthshaker,windrunner,grimstroke,1.0
queenofpain,dawnbreaker,lion,luna,mars,0,0,faceless_void,void_spirit,necrolyte,death_prophet,earthshaker,0.0
ursa,silencer,necrolyte,pangolier,rubick,0,1,tiny,shadow_shaman,queenofpain,puck,axe,1.0
skeleton_king,arc_warden,legion_commander,nevermore,zuus,0,0,sniper,phantom_assassin,axe,silencer,venomancer,0.0
antimage,shredder,tinker,enigma,doom_bringer,0,0,mars,ursa,hoodwink,phantom_lancer,riki,1.0
invoker,faceless_void,phantom_assassin,sven,kunkka,0,0,dark_willow,axe,windrunner,earthshaker,dawnbreaker,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0.0
bristleback,puck,lich,axe,windrunner,0,0,tidehunter,mirana,legion_commander,phantom_assassin,witch_doctor,0.0
phantom_assassin,abaddon,vengefulspirit,kunkka,ember_spirit,0,0,skeleton_king,crystal_maiden,furion,queenofpain,sniper,0.0
sniper,axe,bristleback,nyx_assassin,omniknight,0,0,mars,snapfire,nevermore,zuus,viper,1.0
drow_ranger,juggernaut,zuus,legion_commander,void_spirit,0,0,undying,dazzle,sniper,sven,lion,0.0
windrunner,skeleton_king,pudge,antimage,void_spirit,0,1,phantom_assassin,lich,dawnbreaker,enchantress,grimstroke,1.0
troll_warlord,spirit_breaker,monkey_king,dragon_knight,shadow_shaman,0,0,life_stealer,witch_doctor,hoodwink,jakiro,centaur,1.0
pangolier,gyrocopter,disruptor,sniper,clinkz,0,0,tiny,void_spirit,abaddon,keeper_of_the_light,razor,0.0
warlock,winter_wyvern,marci,juggernaut,chaos_knight,0,0,zuus,clinkz,huskar,kunkka,pudge,1.0
venomancer,ogre_magi,viper,nevermore,phantom_assassin,0,0,tusk,medusa,sand_king,treant,pangolier,0.0
abaddon,snapfire,earthshaker,omniknight,weaver,0,0,shadow_shaman,witch_doctor,mirana,doom_bringer,medusa,0.0
nevermore,dark_willow,undying,viper,crystal_maiden,0,0,queenofpain,lina,weaver,windrunner,skywrath_mage,1.0
skywrath_mage,slark,sand_king,bane,lich,0,0,life_stealer,death_prophet,centaur,riki,treant,1.0
luna,sniper,chaos_knight,jakiro,lion,0,1,witch_doctor,sven,phantom_lancer,dazzle,obsidian_destroyer,1.0
disruptor,necrolyte,lich,phantom_lancer,keeper_of_the_light,0,0,storm_spirit,witch_doctor,dark_willow,skeleton_king,enchantress,1.0
lion,witch_doctor,sniper,phantom_assassin,skeleton_king,0,0,juggernaut,dragon_knight,axe,vengefulspirit,warlock,1.0
lycan,death_prophet,bristleback,venomancer,huskar,0,0,dragon_knight,snapfire,spirit_breaker,nevermore,pangolier,0.0
drow_ranger,ogre_magi,pudge,jakiro,earthshaker,0,0,alchemist,witch_doctor,sniper,phantom_lancer,ember_spirit,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0.0
axe,dawnbreaker,skywrath_mage,alchemist,dazzle,0,0,puck,chaos_knight,phantom_assassin,techies,shadow_shaman,1.0
nyx_assassin,riki,juggernaut,lion,necrolyte,0,0,monkey_king,dragon_knight,winter_wyvern,clinkz,nevermore,0.0
vengefulspirit,invoker,phantom_assassin,arc_warden,faceless_void,0,0,viper,treant,pudge,monkey_king,windrunner,1.0
viper,terrorblade,pudge,obsidian_destroyer,tiny,0,1,snapfire,ursa,weaver,nevermore,storm_spirit,1.0
chaos_knight,troll_warlord,winter_wyvern,templar_assassin,bloodseeker,0,0,ursa,nyx_assassin,venomancer,gyrocopter,phantom_assassin,0.0
rubick,ember_spirit,marci,medusa,disruptor,0,0,skeleton_king,undying,bane,alchemist,dawnbreaker,0.0
nevermore,pudge,sven,broodmother,lich,0,0,luna,chen,morphling,shadow_shaman,drow_ranger,1.0
sand_king,techies,invoker,phantom_assassin,centaur,0,1,earthshaker,shadow_shaman,ursa,slardar,sniper,0.0
faceless_void,sniper,grimstroke,dazzle,legion_commander,0,1,tiny,lich,invoker,techies,slark,1.0
warlock,tidehunter,windrunner,dragon_knight,vengefulspirit,0,0,phantom_assassin,drow_ranger,viper,pudge,axe,1.0
